IDquery;Q116
1.0377675;D30164
1.0480831;D18533
1.0515747;D19418
1.0592067;D8392
1.0641212;D71715
1.0695928;D73684
1.0699978;D21982
1.0709326;D68118
1.0790863;D53233
1.0818759;D75751
1.081883;D60446
1.0831563;D97522
1.0845386;D41757
1.0900756;D1404
1.0923922;D90200
1.0948503;D78429
1.0989991;D70474
1.099539;D93209
1.1057327;D67745
1.1086885;D29931
1.110506;D39507
1.1162977;D49732
1.1192932;D13046
Number of distance computations:80508
IDquery;Q479
0.8035862;D97951
0.81523526;D96756
0.817939;D86829
0.82997674;D83253
0.8369783;D64215
0.84529454;D37346
0.8466996;D68008
0.85458696;D40300
0.86718327;D88629
0.88626325;D95757
0.8900239;D75092
0.89633876;D49217
0.9012031;D96606
0.9054749;D96506
0.9071804;D17327
0.90808547;D31328
0.9107696;D74164
0.91633296;D33915
0.91670173;D45095
0.9181818;D55657
0.92660075;D64055
0.9284333;D34648
0.92994565;D2187
0.9325641;D64832
0.9332586;D35049
0.93395853;D69870
0.9413152;D46613
0.9421451;D23231
0.9446381;D78782
0.9502549;D66664
Number of distance computations:74459
IDquery;Q236
0.7146615;D36244
0.7589193;D15402
0.76651114;D7518
0.7794596;D99147
0.8008238;D83483
0.8027653;D37573
0.80342823;D61037
0.8176156;D18164
0.8180808;D30180
0.8267574;D73741
0.8459098;D58385
0.8514704;D41788
0.8537646;D26794
0.8554316;D74653
0.8610548;D51823
0.86228883;D1085
0.8644731;D53995
0.8651585;D93183
0.8721776;D45968
0.8722667;D93295
0.88011163;D42838
0.8883275;D43458
0.89113945;D31163
0.9022875;D87580
0.90327895;D18665
0.90838814;D13425
0.909965;D16497
0.9120973;D77594
0.9149536;D23508
0.91584593;D91319
Number of distance computations:72549
IDquery;Q478
0.85446763;D18753
0.8607437;D52516
0.873945;D61128
0.89112085;D22622
0.9165925;D12633
0.92033815;D36491
0.9218231;D39001
0.93857086;D21888
0.9531074;D86249
0.95539534;D10362
0.95831096;D9385
0.96311843;D61512
0.96543974;D26632
0.9749988;D28050
0.97719693;D57576
0.97845936;D43523
0.98097295;D12705
0.98429066;D39991
0.9858348;D69307
0.9911021;D91771
0.99305224;D98620
1.0039366;D89789
1.0168852;D52186
1.0180141;D90123
1.0199652;D43562
1.0215759;D64749
1.0215777;D1123
1.0216227;D9601
1.0251358;D3725
1.0269717;D95249
Number of distance computations:78393
IDquery;Q239
0.8744802;D17972
0.8906023;D68965
0.8912293;D17580
0.9048123;D87724
0.91922826;D70815
0.92031467;D19876
0.9279635;D27069
0.9299013;D36131
0.93167967;D20890
0.9345836;D93974
0.9370334;D88902
0.9381669;D62737
0.9456243;D88681
0.9456703;D20391
0.94767237;D38080
0.9565938;D80772
0.9650976;D40720
0.9656543;D80230
0.97338367;D96919
0.98145753;D2125
0.98198116;D93223
0.98541105;D93030
0.9884022;D7031
0.9902834;D10790
0.9939614;D15658
0.9942681;D70923
0.9954122;D47608
1.0004277;D7518
1.0011473;D58465
1.0023108;D93816
Number of distance computations:91641
IDquery;Q238
0.81825364;D8650
0.83733666;D96208
0.8676979;D49185
0.88220054;D72846
0.8986909;D17168
0.9180006;D6509
0.9222513;D45102
0.9423839;D16627
0.94341516;D53665
0.94551826;D58249
0.9483288;D2007
0.94911253;D78793
0.9514037;D29653
0.95289147;D55125
0.95668;D16055
0.9645049;D54826
0.96609277;D6209
0.9700098;D24230
0.97346634;D19024
0.97415286;D8574
0.9744369;D32123
0.9763687;D31427
0.98670554;D50079
0.9899698;D33381
0.99079174;D60190
0.9915199;D71170
0.99157715;D72629
0.9959553;D89860
0.9978803;D54521
0.9979281;D76408
Number of distance computations:87797
IDquery;Q233
0.8715682;D61168
0.8727274;D72296
0.88363534;D450
0.8946596;D83014
0.89614224;D89081
0.9050883;D72514
0.910204;D96016
0.91167647;D74613
0.94186586;D65190
0.9486745;D25238
0.95320404;D47314
0.96403253;D40180
0.9700126;D51466
0.97576064;D15607
0.9784684;D66978
0.98635817;D17448
0.9896141;D74562
0.990244;D87824
0.99182135;D60642
0.99759126;D98813
0.99801284;D13125
0.9996057;D78547
1.0022737;D47266
1.0035238;D61817
1.0040507;D48387
1.0089126;D23473
1.0104785;D89948
1.0150608;D15881
1.0166034;D30
1.0201063;D49090
Number of distance computations:91223
IDquery;Q475
0.79488736;D87700
0.854802;D68461
0.86594635;D26426
0.8677533;D84689
0.8752782;D15921
0.8772722;D2316
0.8788515;D51547
0.8838175;D11521
0.8894922;D55653
0.8975885;D73637
0.9242702;D31037
0.92838997;D38443
0.9285006;D9693
0.9289788;D91042
0.937022;D83725
0.9401699;D96218
0.9408141;D65418
0.9428547;D38722
0.94402814;D77672
0.94557893;D90576
0.9483305;D2673
0.948984;D83652
0.95232767;D68787
0.9605182;D85030
0.96170354;D18180
0.9648659;D20687
0.9728633;D82977
0.9747609;D9649
0.9774917;D94868
0.9808017;D92417
Number of distance computations:85759
IDquery;Q232
0.7216401;D77285
0.75947523;D67625
0.7940009;D78352
0.83026284;D12732
0.8318838;D81535
0.85045844;D78707
0.8712783;D82468
0.8847134;D89687
0.88629127;D46659
0.8917066;D31039
0.89691615;D43560
0.899899;D11543
0.9030091;D8262
0.91206753;D8309
0.9204676;D45578
0.9211488;D22870
0.9214377;D83368
0.9227692;D38294
0.9238368;D37114
0.9243038;D55740
0.92484415;D29961
0.9253001;D13526
0.9260101;D14620
0.9260644;D65192
0.92876065;D16431
0.93064874;D94418
0.93281054;D53066
0.93289715;D41859
0.93917006;D63841
0.9394189;D81082
Number of distance computations:80788
IDquery;Q474
0.762723;D19509
0.77180433;D91698
0.77435714;D56249
0.7770888;D91873
0.8027074;D14824
0.80678546;D33901
0.84804696;D62602
0.87727106;D24555
0.87895215;D94110
0.8820961;D29452
0.88673073;D55675
0.89172864;D83962
0.8931781;D28473
0.8974384;D71939
0.89852566;D34027
0.9002242;D13454
0.90108544;D35916
0.90188193;D87211
0.9044196;D84642
0.9068701;D46806
0.91241324;D41749
0.91495866;D91291
0.91707647;D47998
0.9171351;D5533
0.9199869;D83694
0.92328274;D78144
0.9272392;D29340
0.93028045;D83395
0.93187743;D73595
0.93562233;D77434
Number of distance computations:83477
IDquery;Q235
0.7835722;D86622
0.843765;D93610
0.8665324;D42122
0.87707895;D54230
0.89507955;D25543
0.9113437;D7558
0.9151724;D49
0.91950226;D67644
0.9258803;D18458
0.929573;D69278
0.93820864;D14833
0.94301385;D89829
0.9472863;D73116
0.95060766;D32428
0.9528614;D71712
0.9582443;D19846
0.9587788;D18045
0.959659;D62710
0.96131945;D77407
0.9617096;D36550
0.96366286;D48296
0.9688285;D57004
0.970846;D76028
0.97405463;D47616
0.9742621;D50291
0.97590643;D85286
0.9768802;D73556
0.9776335;D57316
0.9785633;D9941
0.9801109;D40028
Number of distance computations:82841
IDquery;Q477
0.73537654;D50836
0.7868301;D91299
0.8700253;D4152
0.8702728;D30283
0.87177676;D19748
0.90799993;D18848
0.9240869;D80150
0.9308421;D70223
0.9349335;D68472
0.9367082;D20776
0.9558403;D4755
0.95677084;D76018
0.9669761;D55463
0.96714723;D13333
0.96782726;D80988
0.96844506;D79792
0.9692769;D84022
0.97094554;D7935
0.9767409;D22101
0.97709465;D23636
0.9884686;D54347
0.9889289;D73673
0.9923257;D95658
0.9953414;D84114
0.9970028;D27699
0.9992029;D6573
0.9993639;D87242
1.0010475;D71738
1.0042622;D70647
1.0085982;D18203
Number of distance computations:91435
IDquery;Q234
0.77937067;D2576
0.78700006;D44653
0.78761345;D62855
0.79020625;D67687
0.8161726;D14518
0.83884704;D49593
0.8525216;D62870
0.8531348;D15905
0.86728436;D17308
0.868345;D61552
0.87077767;D48278
0.87349993;D70306
0.89673394;D9369
0.9097666;D61239
0.91182375;D21447
0.9126295;D86856
0.9135634;D39771
0.9149635;D66637
0.9185798;D19185
0.9242245;D68127
0.9248551;D43766
0.93088686;D11001
0.9320061;D37143
0.9326912;D7870
0.9369884;D63545
0.9380802;D29608
0.93888444;D37960
0.94093937;D32581
0.94205385;D48000
0.9431089;D14951
Number of distance computations:78599
IDquery;Q476
0.9213382;D34822
0.93214685;D94441
0.93924;D50373
0.94442296;D23369
0.94824886;D63254
0.95031685;D69323
0.95709866;D19298
0.960945;D53916
0.97388893;D62734
0.97713673;D43382
0.9826845;D76461
0.9871621;D34181
0.9872433;D86825
1.0000036;D80859
1.0089095;D56083
1.0146616;D81683
1.0185959;D2784
1.0285238;D92773
1.0354352;D59775
1.0361922;D82534
1.036778;D35503
1.039769;D87694
1.0459169;D48974
1.0505573;D42271
1.0515922;D45070
1.0562639;D48188
1.0596938;D92030
1.0608852;D26644
1.0627018;D23591
1.0663874;D6367
Number of distance computations:89028
IDquery;Q240
0.7967881;D60103
0.8441398;D99863
0.8890341;D9274
0.89207673;D63501
0.93227506;D16941
0.9393403;D34370
0.9496187;D87233
0.96043605;D79370
0.9626823;D9674
0.9728122;D4223
0.97531176;D69805
0.97737247;D96982
0.9847693;D48123
0.9873844;D33178
0.991704;D85341
0.9950311;D81618
0.9985898;D65060
1.0052261;D24011
1.0056854;D52681
1.0077542;D87912
1.0099882;D86961
1.0156472;D84180
1.0169014;D26091
1.0176157;D80478
1.0221244;D21891
1.0230827;D45788
1.0269169;D88798
1.0297375;D74545
1.0304923;D30020
1.0307803;D60118
Number of distance computations:86620
IDquery;Q482
0.86587125;D52487
0.9274255;D35353
0.93102515;D44231
0.97938263;D10982
0.98466414;D70333
0.9935323;D89855
0.99668723;D98015
1.0002357;D83069
1.0034184;D88637
1.0053868;D21075
1.005855;D33634
1.010104;D9683
1.0117261;D22560
1.0121459;D54202
1.0133222;D46243
1.0170413;D59868
1.0210838;D33447
1.0266923;D5745
1.0273345;D36148
1.0324888;D62213
1.0365896;D11201
1.0391043;D61305
1.0415977;D8136
1.0433865;D96570
1.0452359;D65599
1.0472087;D25380
1.0475566;D550
1.0481342;D84408
1.0497186;D14883
1.0511792;D40533
Number of distance computations:89208
IDquery;Q481
0.9062896;D28423
0.9233266;D61332
0.9636065;D55833
0.9844781;D3848
0.99112463;D92382
0.9930795;D89615
1.00095;D12131
1.0225582;D10499
1.025087;D67607
1.029875;D28940
1.037176;D69194
1.0430495;D1322
1.0442522;D8121
1.046267;D9619
1.0473368;D40174
1.048377;D14180
1.0510482;D6282
1.0513449;D69911
1.0520015;D57369
1.0529127;D15333
1.0546517;D2082
1.0663058;D41782
1.066853;D12100
1.0687402;D52217
1.0693147;D75017
1.0705253;D22309
1.0706844;D92183
1.0727739;D17387
1.0740508;D2203
1.0742201;D77229
Number of distance computations:93959
IDquery;Q242
0.8250432;D44474
0.86181754;D88593
0.872891;D36419
0.9029123;D13048
0.90371203;D56471
0.9051176;D40246
0.9247019;D71617
0.9393726;D45194
0.9400534;D33256
0.9419678;D37111
0.9433745;D72922
0.94675845;D45782
0.950438;D81807
0.9525344;D31263
0.9536484;D19696
0.95465064;D78056
0.9563919;D51674
0.9578019;D34526
0.9589988;D88588
0.95915073;D79511
0.96280223;D51803
0.963009;D30814
0.96335465;D11693
0.96439666;D34746
0.96707803;D11826
0.9741796;D60433
0.98244417;D98532
0.9828943;D70548
0.98323464;D39673
0.9835429;D56039
Number of distance computations:89567
IDquery;Q484
0.74747294;D36023
0.7709749;D26509
0.7960504;D78867
0.815976;D76118
0.82897997;D98395
0.83307004;D72686
0.84799725;D70218
0.85497206;D79548
0.8629797;D17536
0.8753391;D19439
0.8834755;D62294
0.8963313;D16406
0.90169084;D35979
0.90273285;D94873
0.9035495;D36401
0.9050521;D3548
0.91390127;D50283
0.91475654;D82252
0.91548103;D61435
0.9155998;D72578
0.91790885;D5954
0.91844237;D65990
0.91919243;D73008
0.92159295;D97218
0.9236244;D57990
0.9252648;D12613
0.93034405;D69408
0.9306807;D72934
0.9314356;D25472
0.93566215;D62999
Number of distance computations:75233
IDquery;Q241
0.7714049;D7385
0.8152569;D28905
0.82813984;D13522
0.8382976;D27485
0.8659822;D21408
0.8712046;D11474
0.8715822;D48385
0.8849409;D56991
0.8983319;D98988
0.89942527;D83227
0.9014327;D53682
0.91021;D87540
0.9127957;D60969
0.91683984;D48478
0.91801655;D19866
0.92071915;D86719
0.92072874;D32311
0.92078316;D36002
0.93250084;D20513
0.93857896;D77222
0.9420923;D53635
0.9438598;D918
0.94456255;D43496
0.94653726;D6384
0.9486733;D61261
0.9507742;D82808
0.95200545;D35680
0.952088;D63255
0.9521058;D8423
0.95307297;D2311
Number of distance computations:83678
IDquery;Q483
0.81074786;D13227
0.85029924;D15548
0.8784075;D28014
0.919628;D29893
0.91989994;D50184
0.93675953;D47061
0.943582;D70234
0.9511002;D24979
0.95665234;D43226
0.9633623;D92001
0.9647519;D86900
0.9764998;D48178
0.980737;D25973
0.9826647;D58910
0.98762953;D25779
0.98905003;D657
0.9940589;D30730
0.9997573;D4758
1.0012089;D20444
1.0044863;D7227
1.0066262;D81718
1.0109082;D73417
1.0179949;D50237
1.0188507;D49139
1.0214742;D17714
1.0249542;D41226
1.0266067;D73139
1.0310249;D10983
1.0342866;D10719
1.0397681;D73705
Number of distance computations:83037
IDquery;Q480
0.7189041;D58061
0.77619964;D96584
0.80563504;D85230
0.8173234;D37090
0.8468556;D74042
0.8725143;D82750
0.8793852;D32685
0.88298386;D72933
0.8941251;D56303
0.8971727;D71622
0.9104427;D70190
0.913106;D22199
0.91480654;D39717
0.9223792;D3891
0.9235623;D6038
0.92411715;D71202
0.9278095;D69680
0.93155825;D85523
0.93391985;D71748
0.9363678;D41455
0.93714255;D61994
0.94439876;D82304
0.9482064;D78257
0.9486914;D1020
0.9547031;D12114
0.9548251;D32192
0.958435;D51593
0.9592778;D78007
0.9618083;D37730
0.96474373;D48770
Number of distance computations:85725
IDquery;Q226
0.69155514;D53749
0.78110206;D41336
0.796655;D70899
0.8354607;D70377
0.86175436;D59422
0.8788082;D69675
0.8934003;D13164
0.9016088;D5525
0.9075049;D52043
0.9106871;D94512
0.927345;D95385
0.9438304;D77489
0.9554426;D99
0.95865285;D8260
0.97423214;D6882
0.98261195;D20306
0.9826123;D59425
0.98364085;D54637
0.98969114;D15797
0.99510247;D63977
0.99678904;D26614
0.9998292;D75449
1.0014011;D37165
1.00267;D35417
1.0040197;D1802
1.004702;D12873
1.006298;D88129
1.0065324;D43121
1.0096952;D10488
1.01587;D50307
Number of distance computations:80248
IDquery;Q468
0.8998616;D49998
0.9371274;D10833
0.9382836;D16019
0.9406593;D67234
0.96184117;D30161
0.9621005;D23297
0.9645211;D7530
0.9699648;D80584
0.9845655;D93197
0.9866402;D78615
0.9881487;D24592
0.99855494;D24720
1.0044771;D91060
1.0054979;D5645
1.0057029;D45825
1.0115275;D67091
1.0127567;D18260
1.0131758;D26187
1.0153416;D98501
1.0172544;D70324
1.017463;D34470
1.0210078;D76578
1.0235845;D3197
1.0248864;D81892
1.0276592;D79244
1.029117;D91367
1.0367572;D59628
1.0383961;D96968
1.0389723;D69539
1.0391061;D64235
Number of distance computations:85272
IDquery;Q225
0.82348466;D34343
0.84283257;D99473
0.85497934;D24098
0.8666822;D37228
0.8754264;D27013
0.87767386;D88180
0.88327503;D19081
0.9037848;D24676
0.91116756;D46380
0.91317177;D53585
0.9152319;D57447
0.919184;D55870
0.92199755;D42762
0.92565954;D78452
0.92822546;D17136
0.9316601;D56499
0.9361419;D56540
0.93979925;D87200
0.9432099;D6178
0.94616026;D20434
0.9469783;D81040
0.9518022;D40895
0.9525139;D63219
0.9554809;D66282
0.95587647;D41395
0.95700955;D83181
0.95746267;D74666
0.9577384;D17585
0.96134835;D90826
0.961443;D6553
Number of distance computations:84084
IDquery;Q467
0.8469496;D49147
0.8508715;D13901
0.8574074;D19968
0.90069294;D75869
0.9123688;D39302
0.92376864;D23251
0.92507833;D75480
0.9319903;D949
0.93302494;D32029
0.93534666;D15529
0.93542284;D60825
0.951264;D17731
0.9556643;D81209
0.9625815;D13895
0.9627536;D57934
0.9630236;D95698
0.9635803;D2730
0.96638536;D27338
0.9675612;D7541
0.9797178;D85386
0.98005456;D36340
0.9865206;D39952
0.9878995;D47819
0.98857236;D5628
0.9903849;D44169
0.99124616;D89616
0.9977111;D51844
0.997843;D21078
0.99891067;D16359
0.9989569;D18498
Number of distance computations:61451
IDquery;Q228
0.7116527;D69696
0.7308083;D62281
0.7474096;D88303
0.8118911;D12153
0.8189651;D1758
0.82730407;D38147
0.82747036;D32627
0.85938364;D68157
0.86344635;D39432
0.86531556;D72442
0.8686505;D32403
0.87060475;D94624
0.8786113;D71763
0.8788506;D29328
0.88522476;D70103
0.88692564;D64350
0.8914084;D79031
0.8924028;D59674
0.90110755;D52634
0.9023907;D1512
0.90844256;D93038
0.9093446;D37116
0.9101264;D66810
0.9115;D8286
0.9248529;D38872
0.9445513;D21105
0.94552624;D95568
0.94796425;D10048
0.95105505;D69362
0.9516881;D85910
Number of distance computations:78669
IDquery;Q227
0.845009;D98009
0.8516894;D2463
0.8572342;D7172
0.85810053;D97066
0.86236525;D34602
0.87769693;D26426
0.8845223;D74935
0.8934539;D60057
0.89579093;D56217
0.9038214;D30983
0.9049988;D16898
0.9079733;D18644
0.91414225;D27762
0.9203014;D35155
0.9220312;D83176
0.92355937;D85523
0.9261607;D62874
0.928661;D17670
0.93224573;D96962
0.9322605;D81527
0.9337795;D212
0.93460923;D21129
0.9353698;D8008
0.9446269;D2951
0.9447212;D26402
0.94593436;D92445
0.9470845;D8312
0.9499316;D99748
0.9516989;D91891
0.95317316;D18640
Number of distance computations:50618
IDquery;Q469
0.7639682;D27363
0.83429897;D57451
0.8797347;D37040
0.8869709;D1975
0.91591007;D69901
0.9203783;D71275
0.9359026;D86623
0.941044;D33361
0.9516828;D25693
0.9525031;D72285
0.95459497;D27401
0.9607983;D78854
0.9665294;D17949
0.97132254;D8913
0.9784363;D93106
0.9975203;D18668
0.99889463;D55459
0.9990628;D89573
1.0031676;D42057
1.0036727;D75843
1.0098544;D75759
1.0115602;D83555
1.0147568;D68241
1.0176353;D13474
1.0230505;D94824
1.0236229;D96365
1.02414;D93447
1.0256962;D92745
1.0302752;D96284
1.030522;D95104
Number of distance computations:86858
IDquery;Q222
0.72409403;D22336
0.76074946;D99603
0.8130876;D91372
0.848159;D41536
0.8566889;D39613
0.86881757;D78328
0.8746462;D76003
0.8785445;D79485
0.8865941;D94847
0.8889682;D77093
0.89408326;D6995
0.9073993;D82071
0.9086577;D43039
0.909356;D88657
0.9308432;D27449
0.93563706;D80759
0.936102;D70081
0.9389338;D51617
0.94023496;D95567
0.94152045;D86765
0.9500899;D60317
0.9527931;D27598
0.9535597;D70517
0.9544883;D61263
0.9566787;D49599
0.9602105;D5275
0.96138895;D89078
0.96858364;D8725
0.978213;D367
0.98144794;D98197
Number of distance computations:89054
IDquery;Q464
0.777225;D93895
0.77861196;D85412
0.79575884;D26457
0.82349217;D82470
0.8354713;D87446
0.8475801;D78973
0.8653877;D58008
0.87464505;D85446
0.874714;D69046
0.89968383;D34211
0.90126336;D50050
0.9051758;D11496
0.9091008;D25478
0.92033726;D77600
0.92153037;D87271
0.92652804;D54777
0.9272423;D91699
0.9295527;D33245
0.9317092;D66149
0.9318306;D90675
0.9367483;D71570
0.94483227;D20734
0.9451053;D17639
0.9491691;D55778
0.94929224;D20103
0.9560214;D85794
0.9577154;D51579
0.9581474;D93533
0.9583486;D40758
0.9593353;D85538
Number of distance computations:73258
IDquery;Q221
0.87773037;D49671
0.9374214;D38267
0.9463229;D33609
0.9510318;D68374
0.9637253;D53040
0.9812347;D18502
0.9896433;D90352
0.99300826;D74741
0.9954795;D93074
0.9992884;D92841
1.0085334;D72013
1.0100446;D51498
1.0210313;D70591
1.0322312;D31715
1.0326889;D85778
1.0358435;D81930
1.0437251;D16792
1.0469518;D64694
1.0500051;D53318
1.0522065;D88205
1.0538074;D98936
1.0563511;D1992
1.0568775;D31940
1.0597597;D88024
1.0640134;D77511
1.0657443;D58333
1.068201;D8018
1.0690773;D48910
1.06939;D29178
1.0696553;D65442
Number of distance computations:84776
IDquery;Q463
0.8384518;D35523
0.86053705;D25101
0.9172209;D36998
0.927532;D51791
0.92883235;D65079
0.9370171;D92634
0.94129556;D63387
0.94357747;D68149
0.9508863;D2616
0.95555764;D56564
0.9558342;D28519
0.97043085;D27314
0.9790247;D12050
0.9820076;D13874
0.9899492;D8559
0.9916286;D48174
0.9986745;D56748
1.0005984;D81944
1.0008824;D66238
1.0028318;D72214
1.0046842;D29276
1.0087979;D38140
1.0091437;D62265
1.0127509;D11981
1.0141385;D77703
1.014635;D67343
1.022714;D83943
1.0268801;D48466
1.0343412;D92549
1.0397327;D84758
Number of distance computations:92307
IDquery;Q224
0.75095326;D9582
0.79642236;D86972
0.8054313;D91300
0.8204113;D70588
0.836783;D12796
0.8445859;D24750
0.8688936;D41301
0.87187725;D10106
0.87202173;D70384
0.89227015;D22513
0.89534307;D18903
0.8981862;D27630
0.90583587;D93079
0.9082696;D84538
0.9099097;D5641
0.9100127;D79464
0.9111493;D37802
0.91275406;D79816
0.91999096;D70522
0.92284966;D31414
0.9238248;D90683
0.933748;D82489
0.9374446;D74479
0.94112134;D7505
0.9434382;D72245
0.9460817;D28027
0.947262;D49456
0.9476091;D94624
0.9496733;D22423
0.9502606;D66620
Number of distance computations:88399
IDquery;Q466
0.8595088;D48226
0.8745191;D95937
0.875853;D55030
0.88125235;D925
0.8971722;D63833
0.89805937;D53033
0.92495674;D17225
0.9252068;D68929
0.9317324;D18444
0.9361253;D41987
0.93688494;D87676
0.93856883;D83311
0.9430027;D60318
0.9434089;D80381
0.9449256;D45299
0.94925755;D85706
0.95099014;D99070
0.95109475;D66569
0.9566489;D2129
0.9582777;D22340
0.96227443;D37691
0.9625557;D34892
0.96302706;D18073
0.96376354;D95120
0.9679733;D98349
0.9744985;D24278
0.9760843;D24822
0.9770479;D66781
0.9772304;D86943
0.9795024;D15846
Number of distance computations:84912
IDquery;Q223
0.849111;D79711
0.8553251;D31868
0.86212873;D38742
0.8667914;D33694
0.87571216;D33693
0.8919517;D65015
0.89352876;D87813
0.89676434;D59201
0.90209234;D38197
0.9264041;D3072
0.94686145;D10383
0.97129995;D82422
0.9860818;D60840
0.98629546;D49248
0.9932944;D42569
0.9936763;D93907
0.9953837;D64924
0.9966409;D93489
1.0011325;D10893
1.0047503;D9252
1.0047622;D42873
1.0073165;D76441
1.0163255;D97653
1.0191225;D52595
1.019177;D18198
1.0197674;D65133
1.021495;D22006
1.0215613;D34533
1.0218557;D26075
1.0219262;D17691
Number of distance computations:91374
IDquery;Q465
0.9226289;D33918
0.95594966;D66698
0.95999837;D96374
0.96401894;D72371
0.9786999;D1638
0.9800059;D79426
0.98057467;D97025
0.9809779;D94854
1.0025152;D95454
1.0101783;D96251
1.0114162;D49957
1.0237987;D29467
1.0266806;D57640
1.0314779;D45410
1.0318865;D46665
1.0337532;D30685
1.0340798;D92890
1.0442028;D41749
1.0485945;D80296
1.049365;D36622
1.0548456;D90703
1.0553383;D13845
1.0576184;D84806
1.0603714;D90622
1.0665509;D14118
1.072009;D23323
1.0728517;D51268
1.0745037;D99417
1.0761336;D16195
1.0774677;D98129
Number of distance computations:85408
IDquery;Q229
0.7318595;D45274
0.77356666;D62072
0.77826124;D23189
0.7807733;D51193
0.793081;D82176
0.7945966;D31099
0.7989143;D73204
0.82983726;D79521
0.8370403;D59704
0.84251857;D7615
0.84859294;D36431
0.85499954;D50258
0.855798;D7508
0.8580689;D97870
0.8611632;D44616
0.8749573;D71570
0.8813354;D40621
0.8821829;D59615
0.8863706;D59555
0.88652796;D58636
0.8877638;D5970
0.89735436;D55650
0.9028643;D30409
0.9029374;D53250
0.9030032;D70609
0.9031185;D72850
0.9038069;D19644
0.90565056;D90498
0.9098058;D133
0.9108487;D927
Number of distance computations:56505
IDquery;Q471
0.72083604;D46643
0.73843145;D37850
0.7430249;D62083
0.7749603;D18474
0.79151744;D4860
0.81517714;D9157
0.82163906;D29914
0.82540727;D39569
0.8271535;D50156
0.8325324;D71021
0.8348827;D84567
0.8385347;D93402
0.84143645;D2023
0.8435168;D52894
0.8498216;D79118
0.85752904;D26850
0.8638061;D14036
0.86838275;D86447
0.88281065;D1105
0.88749236;D22614
0.90004486;D49801
0.9017596;D75130
0.9092695;D7733
0.9094434;D49632
0.9136828;D1717
0.9153711;D4510
0.9158764;D1417
0.9184002;D74348
0.92116314;D48407
0.92271143;D6871
Number of distance computations:69446
IDquery;Q470
0.7382647;D93532
0.77103925;D72215
0.8168;D58458
0.81741387;D62130
0.81754297;D58432
0.829596;D72897
0.8472551;D35972
0.85924006;D22791
0.87414277;D60766
0.880652;D59330
0.8826502;D11996
0.88455147;D86681
0.8919657;D70951
0.89533484;D50452
0.89777714;D74451
0.9065;D76463
0.91525394;D85858
0.91580397;D41614
0.9214869;D27310
0.92274034;D13200
0.9237643;D27030
0.9265292;D16760
0.9272256;D79379
0.9296236;D30565
0.9370718;D75885
0.9417925;D49381
0.94598454;D65283
0.9512563;D4816
0.9521434;D5268
0.9538361;D45208
Number of distance computations:87993
IDquery;Q231
0.7546062;D98731
0.86128336;D58053
0.874041;D51270
0.8774196;D5265
0.8788698;D73702
0.8979659;D36237
0.89897746;D86416
0.9160424;D26497
0.9176905;D53848
0.9203506;D9856
0.92049193;D87521
0.92132974;D50451
0.92179984;D75308
0.9279044;D91343
0.93099016;D70207
0.9320871;D96997
0.93500644;D98173
0.9358512;D11675
0.93722206;D86670
0.9375475;D81302
0.9381252;D53552
0.9422846;D7868
0.94745547;D27420
0.95028913;D10424
0.95042795;D42449
0.9569588;D83957
0.95918804;D70304
0.9601824;D61815
0.96052855;D99936
0.96430403;D24938
Number of distance computations:90292
IDquery;Q473
0.7797764;D10756
0.80072194;D83069
0.83809197;D72506
0.8457431;D18205
0.84966457;D17550
0.85151213;D43862
0.86433846;D36691
0.8734232;D51196
0.8823608;D30021
0.8852175;D52271
0.8852205;D43753
0.8947751;D42309
0.8987884;D54202
0.911105;D42176
0.9114268;D89381
0.9118436;D23879
0.92047125;D22822
0.92687607;D19728
0.9275274;D23421
0.93061024;D10651
0.9308673;D17438
0.9363351;D91359
0.9392146;D87721
0.9405918;D49790
0.941573;D63795
0.94239026;D91833
0.9461481;D73138
0.94862634;D34531
0.95173323;D9827
0.95176864;D66845
Number of distance computations:90203
IDquery;Q230
0.7669967;D99899
0.8334453;D23231
0.836662;D55163
0.8829625;D21576
0.8835661;D38221
0.88395417;D10625
0.89039725;D62308
0.8997979;D5923
0.9105151;D78084
0.91375536;D93519
0.92068267;D27511
0.92077136;D29042
0.9239499;D60185
0.9254891;D37100
0.9262979;D70983
0.9413303;D9244
0.94452894;D9073
0.947514;D32551
0.95596784;D8663
0.9570825;D76898
0.9589356;D46539
0.95977134;D80157
0.9646355;D70643
0.96919173;D92883
0.9692644;D37953
0.9701713;D19829
0.9706533;D37606
0.9713949;D53504
0.97710264;D71223
0.9772921;D42154
Number of distance computations:66319
IDquery;Q472
0.8474849;D92894
0.8727683;D50626
0.8986596;D74448
0.90099734;D41025
0.9343715;D10708
0.9445385;D49339
0.945446;D15359
0.95448947;D94223
0.9558423;D91448
0.9562367;D43838
0.9593641;D17425
0.9764011;D16612
0.97758865;D20573
0.9832942;D6861
0.9841671;D74731
0.99863124;D6644
1.000029;D17848
1.0064015;D52296
1.0099975;D12956
1.0158346;D45173
1.0166339;D57623
1.0218714;D40141
1.0248424;D28253
1.025474;D38798
1.0287491;D33253
1.0306277;D56092
1.0310996;D32862
1.0317218;D17036
1.0321987;D42909
1.0350429;D30269
Number of distance computations:88417
IDquery;Q259
0.8042457;D49125
0.9007554;D50759
0.91306317;D15120
0.93779016;D35741
0.94337744;D84933
0.96098536;D71162
0.96752155;D5472
0.96829754;D10398
0.9752944;D74077
